geoid,county,state,centralScore
48033,Borden,Texas,0.34273850085178875
72005,Aguadilla Municipio,Puerto Rico,0.34270201213669754
46025,Clark,South Dakota,0.3425561349366819
31171,Thomas,Nebraska,0.3425196850393701
30075,Powder River,Montana,0.3418649107901444
72111,Peñuelas Municipio,Puerto Rico,0.3418649107901444
46119,Sully,South Dakota,0.34182860783689073
02105,Hoonah-Angoon Census Area,Alaska,0.34182860783689073
20195,Trego,Kansas,0.341502227880331
46059,Hand,South Dakota,0.3413573700954401
46007,Bennett,South Dakota,0.3411764705882353
46069,Hyde,South Dakota,0.3411764705882353
20135,Ness,Kansas,0.34092353314975643
72149,Villalba Municipio,Puerto Rico,0.340851334180432
46021,Campbell,South Dakota,0.34067097047306594
31161,Sheridan,Nebraska,0.3403108150967333
21109,Jackson,Kentucky,0.34005915909571094
72063,Gurabo Municipio,Puerto Rico,0.33995142042454324
72147,Vieques Municipio,Puerto Rico,0.33980787501319537
46121,Todd,South Dakota,0.3397002954833263
72103,Naguabo Municipio,Puerto Rico,0.3394137494727963
46055,Haakon,South Dakota,0.3394137494727963
31075,Grant,Nebraska,0.33934218848829856
53023,Garfield,Washington,0.33934218848829856
13309,Wheeler,Georgia,0.3391634179749236
72013,Arecibo Municipio,Puerto Rico,0.338699494949495
35003,Catron,New Mexico,0.33852140077821014
02275,Wrangell City and Borough,Alaska,0.33834349379861256
46089,McPherson,South Dakota,0.3381657737157264
21057,Cumberland,Kentucky,0.3381657737157264
72043,Coamo Municipio,Puerto Rico,0.3380592312539383
02100,Haines Borough,Alaska,0.33802373201722147
30051,Liberty,Montana,0.3377400062952471
46075,Jones,South Dakota,0.33713866778382906
31183,Wheeler,Nebraska,0.33699748743718594
46117,Stanley,South Dakota,0.3368916797488226
72105,Naranjito Municipio,Puerto Rico,0.3367154811715481
72153,Yauco Municipio,Puerto Rico,0.33664505333612216
72057,Guayama Municipio,Puerto Rico,0.33559216013344456
72033,Cataño Municipio,Puerto Rico,0.3354173179118475
20069,Gray,Kansas,0.3353823713273599
31077,Greeley,Nebraska,0.3349287274997399
30069,Petroleum,Montana,0.334233205274634
32009,Esmeralda,Nevada,0.33405977584059776
48011,Armstrong,Texas,0.33399045445113096
72143,Vega Alta Municipio,Puerto Rico,0.3339211618257261
48017,Bailey,Texas,0.33378266279552055
31165,Sioux,Nebraska,0.3329196400868756
35011,De Baca,New Mexico,0.3327819704331645
51017,Bath,Virginia,0.33236964377903977
16023,Butte,Idaho,0.33171887881286066
16033,Clark,Idaho,0.3300861361771944
72119,Río Grande Municipio,Puerto Rico,0.3299507995079951
35021,Harding,New Mexico,0.3296129428629941
31149,Rock,Nebraska,0.3285029084600469
51045,Craig,Virginia,0.32840236686390534
20093,Kearny,Kansas,0.3273670293908268
48269,King,Texas,0.3273004575495679
72054,Florida Municipio,Puerto Rico,0.3273004575495679
38051,McIntosh,North Dakota,0.32710090437963624
72087,Loíza Municipio,Puerto Rico,0.3269015943942317
20083,Hodgeman,Kansas,0.32623897841289146
30079,Prairie,Montana,0.32465960665658095
46071,Jackson,South Dakota,0.32452868232684745
15005,Kalawao,Hawaii,0.3242998186580697
72069,Humacao Municipio,Puerto Rico,0.32355010553824504
72133,Santa Isabel Municipio,Puerto Rico,0.32319277108433736
72081,Lares Municipio,Puerto Rico,0.3230630268968286
72035,Cayey Municipio,Puerto Rico,0.3230306071249373
72065,Hatillo Municipio,Puerto Rico,0.32296578709742146
72017,Barceloneta Municipio,Puerto Rico,0.32286860581745236
72053,Fajardo Municipio,Puerto Rico,0.32248046483670606
72091,Manatí Municipio,Puerto Rico,0.3223190147191349
72019,Barranquitas Municipio,Puerto Rico,0.3222544799279207
72003,Aguada Municipio,Puerto Rico,0.32215772618094474
72135,Toa Alta Municipio,Puerto Rico,0.32186781321867813
72085,Las Piedras Municipio,Puerto Rico,0.32186781321867813
72077,Juncos Municipio,Puerto Rico,0.3217391304347826
72047,Corozal Municipio,Puerto Rico,0.3215141829804235
72009,Aibonito Municipio,Puerto Rico,0.3213216210820523
72125,San Germán Municipio,Puerto Rico,0.32064946707839426
72011,Añasco Municipio,Puerto Rico,0.3203941475067184
72007,Aguas Buenas Municipio,Puerto Rico,0.3202666401353099
72109,Patillas Municipio,Puerto Rico,0.32013923421183493
72067,Hormigueros Municipio,Puerto Rico,0.3200755692552451
72101,Morovis Municipio,Puerto Rico,0.31966236345580934
72001,Adjuntas Municipio,Puerto Rico,0.3196306225796842
72115,Quebradillas Municipio,Puerto Rico,0.3195037220843672
72039,Ciales Municipio,Puerto Rico,0.31947201270345377
31085,Hayes,Nebraska,0.3193769223137216
72121,Sabana Grande Municipio,Puerto Rico,0.31909199048374304
72107,Orocovis Municipio,Puerto Rico,0.3190287413280476
72079,Lajas Municipio,Puerto Rico,0.3189023182088369
72123,Salinas Municipio,Puerto Rico,0.3187128712871287
72023,Cabo Rojo Municipio,Puerto Rico,0.31868131868131866
72131,San Sebastián Municipio,Puerto Rico,0.3185551707075705
72129,San Lorenzo Municipio,Puerto Rico,0.31792592592592595
30033,Garfield,Montana,0.3175182481751825
72083,Las Marías Municipio,Puerto Rico,0.31661257007966953
72037,Ceiba Municipio,Puerto Rico,0.31571204393879954
31009,Blaine,Nebraska,0.31555729830408785
72095,Maunabo Municipio,Puerto Rico,0.3144168782965423
31091,Hooker,Nebraska,0.3143247729713895
31117,McPherson,Nebraska,0.30783207420866404
72015,Arroyo Municipio,Puerto Rico,0.3047141234380916
72073,Jayuya Municipio,Puerto Rico,0.29924700195221715
31103,Keya Paha,Nebraska,0.29789006107717936
72093,Maricao Municipio,Puerto Rico,0.29389208436044917
72049,Culebra Municipio,Puerto Rico,0.28318817629981524
