geoid,county,state,pageRank
21163,Meade,Kentucky,0.27368561500266325
45061,Lee,South Carolina,0.2734070436586287
21191,Pendleton,Kentucky,0.2730000658808549
21087,Green,Kentucky,0.2720969366082658
51065,Fluvanna,Virginia,0.27150930094642217
21065,Estill,Kentucky,0.2714955262900404
18171,Warren,Indiana,0.2714364766296968
46061,Hanson,South Dakota,0.2712295829067812
13195,Madison,Georgia,0.271055287962245
13289,Twiggs,Georgia,0.2710011052040274
48009,Archer,Texas,0.2708418160241415
51127,New Kent,Virginia,0.2707446878118169
72103,Naguabo Municipio,Puerto Rico,0.2706899780959015
48315,Marion,Texas,0.270515063107384
21103,Henry,Kentucky,0.2685771134454618
13025,Brantley,Georgia,0.2680397169395336
13249,Schley,Georgia,0.2679569812689861
01009,Blount,Alabama,0.2679461757916797
51113,Madison,Virginia,0.267811972480977
36079,Putnam,New York,0.26747832917706255
18025,Crawford,Indiana,0.2674070797670124
13141,Hancock,Georgia,0.2661019651337434
17171,Scott,Illinois,0.26576393744948645
35033,Mora,New Mexico,0.26482234406641747
72095,Maunabo Municipio,Puerto Rico,0.26469561393689744
47129,Morgan,Tennessee,0.2643661090454898
51157,Rappahannock,Virginia,0.26392194760606547
17175,Stark,Illinois,0.26336353305630333
39105,Meigs,Ohio,0.26312622962335497
16015,Boise,Idaho,0.2629114565067843
48351,Newton,Texas,0.2622448093734218
51079,Greene,Virginia,0.2614979184754715
54065,Morgan,West Virginia,0.26118646848150384
13061,Clay,Georgia,0.2609858979155125
51043,Clarke,Virginia,0.26009691136965296
28041,Greene,Mississippi,0.2595609498650195
22043,Grant Parish,Louisiana,0.258980832890757
29059,Dallas,Missouri,0.25816887997428184
29003,Andrew,Missouri,0.25807697630905135
13173,Lanier,Georgia,0.2565926668008395
08093,Park,Colorado,0.2564799451157764
51115,Mathews,Virginia,0.2563594117711738
29017,Bollinger,Missouri,0.2558776404789271
17155,Putnam,Illinois,0.25577134673338237
21181,Nicholas,Kentucky,0.2556429453506715
17131,Mercer,Illinois,0.2556151829676917
39117,Morrow,Ohio,0.2554485669067088
48379,Rains,Texas,0.25303256393295076
13159,Jasper,Georgia,0.2527352034477221
13307,Webster,Georgia,0.2524122674026486
18013,Brown,Indiana,0.2519464203066312
06003,Alpine,California,0.2517111326041348
13181,Lincoln,Georgia,0.25165431061229376
47127,Moore,Tennessee,0.25064729705963723
47169,Trousdale,Tennessee,0.2506445046808829
39163,Vinton,Ohio,0.2505941536393528
20197,Wabaunsee,Kansas,0.24581914271398275
26083,Keweenaw,Michigan,0.24527941966468195
72037,Ceiba Municipio,Puerto Rico,0.24491379541856584
48393,Roberts,Texas,0.24474475241019372
05025,Cleveland,Arkansas,0.24324367023554502
13231,Pike,Georgia,0.24257126151269787
01029,Cleburne,Alabama,0.24158918113551606
47121,Meigs,Tennessee,0.2413880434318272
21023,Bracken,Kentucky,0.241378356363962
50009,Essex,Vermont,0.2412014802835738
17071,Henderson,Illinois,0.23903613673616858
13007,Baker,Georgia,0.2379186448336618
48077,Clay,Texas,0.23747865341946456
21223,Trimble,Kentucky,0.23746208703792132
72007,Aguas Buenas Municipio,Puerto Rico,0.23743691487783822
22007,Assumption Parish,Louisiana,0.23714560502905743
47015,Cannon,Tennessee,0.23642784157068322
18115,Ohio,Indiana,0.23574555232916328
47173,Union,Tennessee,0.2354408783392512
17013,Calhoun,Illinois,0.2351263211779204
21061,Edmonson,Kentucky,0.23488577943601527
45017,Calhoun,South Carolina,0.23417884328222371
21201,Robertson,Kentucky,0.23406319613808466
13221,Oglethorpe,Georgia,0.23345627892832543
37073,Gates,North Carolina,0.2331194264343406
13079,Crawford,Georgia,0.23304245374108157
08039,Elbert,Colorado,0.23282936337334914
37103,Jones,North Carolina,0.2325528011334972
17129,Menard,Illinois,0.23211686215739885
21079,Garrard,Kentucky,0.23198501858438822
48011,Armstrong,Texas,0.23168065084102132
13149,Heard,Georgia,0.22818061262761882
29125,Maries,Missouri,0.22728344042045154
72087,Loíza Municipio,Puerto Rico,0.22709879737836194
13125,Glascock,Georgia,0.22454966414191763
28015,Carroll,Mississippi,0.22237562143352985
05105,Perry,Arkansas,0.22207871369025867
18161,Union,Indiana,0.22131042390698066
48119,Delta,Texas,0.22105084041128042
37033,Caswell,North Carolina,0.22072918359871188
48407,San Jacinto,Texas,0.22037089894631154
50013,Grand Isle,Vermont,0.21934299881963878
51036,Charles City,Virginia,0.21835411964622614
54105,Wirt,West Virginia,0.2174930593419981
51735,Poquoson city,Virginia,0.21694427807139374
13239,Quitman,Georgia,0.21659426929054526
51049,Cumberland,Virginia,0.2160816473703616
49029,Morgan,Utah,0.21604817810212096
28009,Benton,Mississippi,0.2156251154400742
51097,King and Queen,Virginia,0.2156017812441103
13265,Taliaferro,Georgia,0.2122736699239739
22091,St. Helena Parish,Louisiana,0.2104441833204757
13183,Long,Georgia,0.20911818994259357
37029,Camden,North Carolina,0.2060954036880435
01037,Coosa,Alabama,0.20503302541574844
32029,Storey,Nevada,0.19967779752089812
51685,Manassas Park city,Virginia,0.1941214173033805
21215,Spencer,Kentucky,0.19087384873997
13263,Talbot,Georgia,0.19043492295338227
51045,Craig,Virginia,0.1895301954372168
13101,Echols,Georgia,0.18045397965214563
